vclaim-pol-00055	"""Ohio, Michigan, and Pennsylvania actually in the latest jobs data have lost jobs, not gained them."""	Julian Castro wrong about job losses in Ohio, Michigan, Pennsylvania
vclaim-pol-00056	"""For people making between $50,000 and $75,000 a year, their taxes are going up about $5,000 because the fact is, they will pay more in new taxes"" for Medicare for All."	Joe Biden’s claim on Medicare For All tax hikes rests on flaky analysis
vclaim-pol-00057	"""Back when I was studying it, two out of three families that ended up in bankruptcy after a serious medical problem had health insurance."""	Elizabeth Warren wades into debate on health care costs and bankruptcy
vclaim-pol-00058	"Americans ""say that what they want is a choice"" to join a single-payer system like Medicare rather than ending private insurance."	Refereeing Pete Buttigieg, Elizabeth Warren on public support for Medicare for All
vclaim-pol-00059	"""If Trump tries to lie in a TV ad, most networks will refuse to air it. But Facebook just cashes Trump’s checks."""	In phony Facebook ad, Warren said most TV networks will refuse ads with a 'lie' but that’s wrong
vclaim-pol-00060	On whether Gov. Ralph Northam should resign.	Ghazala Hashmi U-turns on call for Gov. Northam's resignation
vclaim-pol-00061	"Says Attorney General William Barr tweeted that the US ""gave Iran USA taxpayer dollars"" so Iran could purchase uranium from Russia."	No, Barr didn’t tweet that the US gave Iran taxpayer dollars so Iran could buy uranium from Russia
vclaim-pol-00062	"Says Fox News anchor Shepard Smith stepped down after Attorney General William Barr ""had a closed door meeting with Rupert Murdoch."""	There’s no proof that Barr played a role in Shepard Smith’s Fox News departure
vclaim-pol-00063	"As mayor of Newark, N.J., Cory Booker ""stole $600,000 from a city water authority and laundered it through his law firm."""	An old Roger Stone video about Cory Booker has gone viral on Twitter. It’s false
vclaim-pol-00064	"Says the Associated Press was wrong to report that ""Income Inequality grew to largest in 50 years"" because in a ""new Census report all four measures of income inequality SHRUNK, reversing rise over past five decades."""	Is income inequality growing or shrinking in the United States?
vclaim-pol-00065	Says George Soros’s son is married to Adam Schiff’s sister.	No, George Soros’s son isn’t married to Adam Schiff’s sister
vclaim-pol-00066	"""West Virginia Department of Education reported over 10,000 children and youth have been identified as homeless for the 2018-2019 school year."""	How many West Virginia students are homeless?
vclaim-pol-00067	"Says Facebook now has a ""witch checker."""	Viral posts about a Facebook ‘witch checker’ are just a bunch of hocus pocus
vclaim-pol-00068	"Says Nancy Pelosi diverted ""$2.4 billion from Social Security to cover impeachment costs."""	No, Nancy Pelosi didn’t divert Social Security money for the impeachment inquiry
vclaim-pol-00069	"Says the whistleblower hired ""left-wing lawyers, left-wing firms, Soros involved in funding one of them."""	Fact-checking claims about the whistleblower’s legal team
vclaim-pol-00070	Says the Obamas are connected to the Varsity Blues college admissions scandal.	No, the Obamas have nothing to do with the ‘Varsity Blues’ college admissions scandal
vclaim-pol-00071	"""Fact: Joe Biden pressured Ukraine to fire its prosecutor .... Fact: the prosecutor said he was forced out for leading a corruption probe into Hunter Biden's company. Fact: Democrats want to impeach President Trump for discussing this investigation with Ukraine's President."""	Donald Trump ad misleads about Joe Biden, Ukraine and the prosecutor
vclaim-pol-00072	"Millionaires are eligible for food stamps, but ""Donald Trump came along and decided to put a stop to it."""	Wisconsin lawmaker's claim that millionaires are eligible for food stamps is in the bag
vclaim-pol-00073	"""Teachers in Chicago Public Schools are paid some of the highest compensation of any school system in the country."""	Are Chicago Public School teachers among the nation’s highest paid?
vclaim-pol-00074	"""About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana."""	Fact-checking ethylene production in the U.S.
vclaim-pol-00075	"Says the sons of Nancy Pelosi, Mitt Romney and John Kerry are all on the boards of ""energy companies doing business in Ukraine."""	Pelosi, Romney and Kerry don’t have sons working for companies linked to Ukraine
vclaim-pol-00076	"Says Republican Dan Bishop was ""down by 17"" points in NC congressional race and then won ""by a lot."""	Trump wrong about North Carolina Congressional election polling
vclaim-pol-00077	"""Meth production in MO has cratered over last decade. MO Hwy Patrol reported 1,326 meth lab seizures in 2006, only 50 in 2018."""	Missouri meth use is up, but Hawley is right: lab seizures have dropped dramatically
vclaim-pol-00078	"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life"""	Viral rumor about a Pelosi Ukrainian ‘legislative aide’ twists facts, exaggerates connection
vclaim-pol-00079	"""The first so-called second hand information ‘Whistleblower’ got my phone conversation almost completely wrong."""	Donald Trump is wrong. Whistleblower account of Ukraine phone call was 'almost completely' right
vclaim-pol-00080	"""Republican policies have led to business investment growth that’s 10 times
faster than what we saw under President Obama."""	Wisconsin GOP Sen. Ron Johnson overreaches on economic growth claim
vclaim-pol-00081	"Del. Danica Roem ""supported a controversial bill that would have allowed abortion up until the moment of birth."	Kelly McGinn invents position for Danica Roem on abortion bill
vclaim-pol-00082	"""A study shows that households neighboring West Virginia could be on the hook for upwards of $70,000 in the first year alone under the Green New Deal!"""	Could West Virginians be out $70,000 a year under the Green New Deal?
vclaim-pol-00083	"Says Joe Biden ""said he never spoke to the Ukrainian company, and then the picture came out where he was playing golf with the company boss and Hunter"" Biden."	Trump claims a photo shows the Bidens playing golf with a Ukrainian company ‘boss.’ But it doesn’t
vclaim-pol-00084	"Minneapolis ""city government preemptively informed the Target Center that it would be responsible for $530,000 in security and other costs"" related to a Trump rally, ""more than 26 times the estimated security costs for a 2009 Target Center health care rally held by President Barack Obama."""	Trump campaign says Minneapolis wants to charge $530,000 for rally. That’s correct.
vclaim-pol-00085	"Del. Debra Rodman ""opposes adoption as an alternative to abortion in event of unplanned pregnancies."""	Dunnavant doesn't prove claim Rodman favors abortion over adoption
vclaim-pol-00086	"""We have not spoken directly with the whistleblower."""	Adam Schiff’s false claim that ‘we have not spoken directly with the whistleblower’
vclaim-pol-00087	"Says Rep. Adam Schiff was ""complicit in EDITING AND COMPOSING THE ‘WHISTLEBLOWER COMPLAINT’ BEFORE IT WAS FILED."""	There’s no evidence Schiff helped write the whistleblower complaint
vclaim-pol-00088	"Says Monica Lewinsky tweeted that she's ""willing to take one for the team"" by engaging in oral sex with President Donald Trump because, ""Apparently that's the only thing that can convince Republicans to impeach."""	Monica Lewinsky didn’t tweet she would engage in oral sex with Trump to convince GOP to impeach
vclaim-pol-00089	"""50% of the DUIs on Interstate 35 are from illegals. Ninety percent of the 50% have absolutely no identification."""	Are half of those arrested for DWIs on I-35 unauthorized immigrants?
vclaim-pol-00090	"Says ""90% of policemen are for"" expanding background checks to all gun sales."	Durbin mostly on target with claim about police support for expanding background checks
vclaim-pol-00091	"Universal background checks involve asking people ""to submit the serial numbers to their guns to a state or federal official,"" and that violates the Second Amendment."	Sen. Scott Fitzgerald misfires with claim on gun background checks and Second Amendment
vclaim-pol-00092	"Quotes Thomas Jefferson as saying that ""freedom is lost gradually from uninterested, uninformed and uninvolved people."""	Jefferson didn’t say 'freedom is lost gradually from uninterested, uninformed, uninvolved people'
vclaim-pol-00093	Says the character Freddy Krueger was based on a real serial killer.	No, Freddy Krueger wasn’t based on a real serial killer, despite social media rumor
vclaim-pol-00094	"""We’re no longer the wealthiest middle class in the world."""	US middle class no longer leads the world? Biden’s claim mostly on target
vclaim-pol-00095	"""Barack Obama asked Ukraine to investigate his political rival's campaign manager, 3 Democrat senators asked Ukraine to investigate Trump, and the DNC solicited Ukraine's help to dig up dirt on Trump."""	Fact-checking Charlie Kirk’s misleading tweet about Democrats, Ukraine
vclaim-pol-00096	Red Bull contains bull sperm.	No, Red Bull doesn’t contain bull semen
vclaim-pol-00097	"""$575 billion cut from Medicare in Trump’s proposed 2020 budget."""	Florida Democrats spin about Trump's Medicare budget ahead of Villages visit
vclaim-pol-00098	"""If the impeachment reaches the house and passes to the senate and isn’t passed the first term is nullified and Trump can run two more terms."""	No, Donald Trump could not seek a third term if an impeachment trial failed
vclaim-pol-00099	"Since Israel started training teachers with guns, ""there have only been two school shootings in 44 years and both shooters were killed by teachers."""	Security guards are armed at Israeli schools, not teachers
vclaim-pol-00100	"Says a photo shows Beto O’Rourke ""in college drunk and pissing his pants."""	This is a photo of a Philadelphia musician, not Beto O’Rourke
vclaim-pol-00101	"""The average bridge in Missouri is 48 years old — most were only designed to last for 50 years."""	Missouri’s aging bridges are a problem, but maybe not for the reasons you think
vclaim-pol-00102	"Says in the 2016 presidential election, ""I won that one by 42 points -- 42 points -- West Virginia."""	Did Donald Trump win West Virginia by 42 points in 2016?
vclaim-pol-00103	"Siobhan Dunnavant ""wrote the Republican bill that would let insurance companies deny coverage for pre-existing conditions."""	Rodman misstates Dunnavant's short-term health insurance bill
vclaim-pol-00104	"""More than half of death row prisoners are people of color."""	Wisconsin lawmaker hits the target with claim on racial background of death row prisoners
vclaim-pol-00105	"""Our WV highways rank 16th in the country in a national survey of highway systems, up 20 spots from last year’s ranking! This ranking affirms all the hard work we’ve done, and that we continue to do, fixing our state’s roads."""	Fact-checking Jim Justice's boast about W.Va. highway rankings
vclaim-pol-00106	"The United States is ""#1 in oil consumption"" in the world."	Does the United States rank first in the world in oil consumption?
vclaim-pol-00107	Says Clint Eastwood is dead.	Clint Eastwood is still not dead
vclaim-pol-00108	"Says El Chapo ""stated in court"" that James Comey helped launder $150 million ""cartel money for Pelosi."""	No, El Chapo didn’t testify that Comey laundered $150 million for Pelosi
vclaim-pol-00109	"""Longstanding whistleblower rules (were changed) just before submittal of the fake whistleblower report."""	Donald Trump’s false claim about a change in whistleblower rules
vclaim-pol-00110	"Says Pat McCrory ""shepherded in driver’s licenses for illegal aliens in the aftermath of the 9/11 terrorist attacks."""	Did Pat McCrory help immigrants get driver's licenses?
vclaim-pol-00111	"Says Republican Gov. Phil Scott ""just voted to impeach President Trump."""	No, Vermont’s governor did not vote to impeach Donald Trump
vclaim-pol-00112	"""49% of all new income goes to the top 1%."""	Bernie Sanders says 49% of ‘new’ income goes to the top 1%
vclaim-pol-00113	Says a photo shows Greta Thunberg posing next to George Soros and with ISIS.	Greta Thunberg did not pose with ISIS or George Soros
vclaim-pol-00114	"""In Congress, Elizabeth Warren introduced 110 bills. 2 passed. Cory Booker introduced 120 bills. 0 passed. Kamala Harris introduced 54 bills. 0 passed. Bernie Sanders never held a job until age 53. He lived off of welfare and four different women."""	Social media posts mislead on Democratic senators’ records
vclaim-pol-00115	"""For the first time in history, most new hires of prime working age are minorities and women."""	Fact-checking Trump on hiring of minorities, women
vclaim-pol-00116	Says a photo of a woman with multiple bruises on her face is Democrat Keith Ellison’s girlfriend and he is responsible for her injuries.	No, that badly bruised woman in photo was not former U.S. Rep. Keith Ellison’s girlfriend
vclaim-pol-00117	"The Green New Deal ""would put a $600,000 tax burden on every household."""	This GOP talking point that the Green New Deal will cost every household $600,000 is False
vclaim-pol-00118	"Says Gov. Tony Evers vetoed a school computer program, ""saying it would be better spent in urban districts like Madison and Milwaukee."""	State rep exaggerates claim on Gov. Tony Evers veto of school technology program
vclaim-pol-00119	A photograph shows a woman doing cocaine with a child.	No, this woman isn’t snorting cocaine with a child
vclaim-pol-00120	Says Andy Rooney wrote a long commentary defending prayer and Christianity in the United States.	A Texas sports editor wrote this column on Christianity and prayer — not Andy Rooney
vclaim-pol-00121	"""Women’s unemployment has been lower under President Trump than it’s been in nearly 70 years."""	Is unemployment for women at lowest point in almost 70 years?
vclaim-pol-00122	"Says Marcus Aurelius said, ""Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth."""	No, Marcus Aurelius didn’t say this about opinions and facts
vclaim-pol-00123	"Says getting up too quickly in the middle of the night can cause ""sudden death."""	Sitting up too quickly in the middle of the night won’t cause your sudden death
vclaim-pol-00124	"""A lot of people are talking about"" the removal of a ""very fair prosecutor"" in Ukraine."	Donald Trump’s boasts about former Ukrainian prosecutor’s fairness ring false
vclaim-pol-00125	Says a photo shows a dog who has slept by his master’s grave every night for seven years.	A dog named Capitán is known for sleeping by his owner’s grave — but this photo is not of him
vclaim-pol-00126	"Says Saddam Hussein said, ""We cannot defeat America by the sword. America must be defeated within their politics."""	No evidence Saddam Hussein said this about American politics
vclaim-pol-00127	Says police are warning shoppers to use wipes to clean their carts over deadly risk of fentanyl residue.	No, police aren’t warning shoppers to use wipes on carts over fentanyl overdose risk
vclaim-pol-00128	"""80% of the world’s population lives in countries where religious liberty is in significant danger or even completely outlawed."""	Donald Trump's flawed stat on threats to religious freedom
vclaim-pol-00129	"""Every time we go to court,"" against the Trump administration, ""for the most part, we win."""	Is California really ‘winning’ in court against the Trump administration?
vclaim-pol-00130	"""Europe and other nations (need to) contribute to Ukraine. Because they’re not doing it. Just the United States. We’re putting up the bulk of the money."""	Donald Trump said European nations have not put money into Ukraine. They have put in a lot
vclaim-pol-00131	"""ICE has not deported or detained one white illegal immigrant."""	Facebook post makes inaccurate claim about deportation of white immigrants
vclaim-pol-00132	Says a photo shows that climate change protesters left trash all over their protest side.	This photo doesn’t show trash left by climate strike protesters
vclaim-pol-00133	"Says an 11-year-old girl shot and killed two armed ""illegal aliens"" after they broke into her home in Montana."	No, the story about 11-year-old girl who shot two ‘illegal aliens’ in Montana is fake
vclaim-pol-00134	"Kirk ""Cox joined special interests to deny teachers raises."""	Contrary to Bynum-Coleman's ad , Cox has steadily backed teacher raises
vclaim-pol-00135	"""Under @BarackObama illegal immigration dropped to a 50-year low."""	McMurray’s illegal immigration claim is only part of the story
vclaim-pol-00136	"Quotes Winston Churchill as saying ""Diplomacy is the art of telling people to go to hell in such a way that they ask for directions."""	Churchill never equated diplomacy with telling people to ‘go to hell’
vclaim-pol-00137	"""You can have an active warrant for your arrest for murder and legally pass a background check system in the state of Texas"" to purchase a gun."	Can you have an outstanding arrest warrant for murder and pass a background check to buy a gun?
vclaim-pol-00138	"Says Trump told Fox News ""the Democrats can subpoena me and my administration for the next 10, 15, 20 years and we will never capitulate. They need to face the fact that I am in charge, this is my country and I will do as I please, they have no control over me. The people support me and will always support me."""	Viral image of Trump supposedly going 'ballistic' on Fox is photoshopped
vclaim-pol-00139	"""There are 1,600 new coal-fired power plants being constructed as I speak around the world."""	Are 1,600 new coal-fired power plants being constructed today?
vclaim-pol-00140	"""Statistics indicate Americans have experienced 29.3 (billion) illegal robocalls so far this year, marking a 64 percent increase since 2016."""	How many robocalls do Americans get each year? It’s hard to say
vclaim-pol-00141	"Says President Trump’s administration has ""actually worsened our nation’s homelessness crisis"" by cutting affordable housing programs, allowing shelters to refuse people based on gender identity or sexual orientation, evicting immigrant families of mixed legal status from subsidized housing and raising rent."	Trump policies Duckworth cited haven’t hurt housing access — yet
vclaim-pol-00142	"When Rick Scott was governor, Florida ""invested record funding in HIV/AIDS prevention."""	Florida Sen. Rick Scott misleads about “record funding” for HIV prevention
vclaim-pol-00143	"Says her office ""uncover(ed) $350 million in waste and fraud; it led to 40 criminal charges against both Republicans and Democrats."""	Galloway’s watchdog-bragging claim is mostly on point
vclaim-pol-00144	"Between 27,000 and 200,000 Wisconsinites were ""turned away"" from the polls in 2016 due to lack of proper identification."	Hillary Clinton way off, again, on Wisconsin voter ID
vclaim-pol-00145	"Says Ilhan Omar ""partied"" on the anniversary of 9/11."	Trump retweets false claim that Ilhan Omar partied on 9/11 anniversary
vclaim-pol-00146	"""Wisconsin is currently seeing an influx of new residents, Illinois is seeing an outflux."""	Illinois population loss is Wisconsin's gain
vclaim-pol-00147	Ivanka Trump’s shoe line is made in China but is exempt from tariffs.	Photo of Ivanka Trump’s fashion line being ‘tariff exempt’ was manipulated
vclaim-pol-00148	"Says Elizabeth Warren ""was paid $400,000 to teach one class."""	Did Elizabeth Warren get $400,000 for teaching one class at Harvard?
vclaim-pol-00149	"""The Obama-Biden Administration did not conduct workplace raids—in fact, it ended them."""	Biden says Obama ended workplace raids of immigrants. That's Half True
vclaim-pol-00150	"""Beto O’Rourke wants to confiscate guns because he can’t buy one himself due to his criminal record."""	Does Beto O'Rourke's 'criminal record' mean he can't buy a gun?
vclaim-pol-00151	"Says the word newspaper stands for ""north, east, west, south, past and present event report."""	No, ‘newspaper’ isn’t an acronym for ‘north, east, west, south, past and present event report’
vclaim-pol-00152	"Milwaukee has less taxing power than most similar cities and is the only U.S. city of 400,000 or more ""that does not have a sales tax or local income tax."""	Barrett overshoots on claim about Milwaukee tax rates
vclaim-pol-00153	"Dan Helmer ""believes in abolishing our private insurance system."""	Tim Hugo misstates Dan Helmer's position on private health insurance
vclaim-pol-00154	"""U.S. agricultural & food exports are expected to increase more than $2 billion annually under #USMCA"""	Report backs Blunt claim of $2 billion increase for trade deal with Mexico, Canada
vclaim-pol-00155	Democrats were at a 9/11 memorial service when NC Republicans held a controversial vote	NC Democrats not at 9/11 event during GOP budget vote
vclaim-pol-00156	"Says Bruce Lee said, ""You will continue to suffer if you have an emotional reaction to everything that is said to you. True power is sitting back and observing everything with logic. If words control you that means everyone else can control you. Breathe and allow things to pass."""	No evidence Bruce Lee said power comes from ‘observing everything with logic’
vclaim-pol-00157	Says several well-known charities such as Goodwill and American Red Cross overpay their CEOs and spend a small percentage on helping people.	Don't be duped by bogus audit of charitable groups
vclaim-pol-00158	"""We have a host of issues associated with high B.M.I.s. But correlation doesn’t prove causation, and there’s a significant body of research showing that weight stigma and weight cycling can explain most if not all of the associations we see between higher weights and poor health outcomes."""	Obesity stigma and yo-yo dieting, not BMI, are behind chronic health conditions, dietitian claims
vclaim-pol-00159	"Says instead of arresting a teen who was sneaking into a gym, a Chicago cop ""shot him 53 times."""	A Chicago cop didn’t shoot a teen for sneaking into a gym – he bought him a membership
vclaim-pol-00160	"The United States is ""very energy independent."""	Donald Trump exaggerates US energy independence
vclaim-pol-00161	"The Odessa shooter ""had a Beto sticker on his truck."""	No evidence the Odessa shooter had a sticker on his vehicle supporting Beto O’Rourke
vclaim-pol-00162	"Says John Bolton ""fundamentally was a man of the left."""	Tucker Carlson falsely claims John Bolton was ‘man of the left’
vclaim-pol-00163	"Says people convicted of felonies or under restraining orders ""can buy a firearm without going through a background check."""	Can you buy a gun in Wisconsin after a felony or restraining order?
vclaim-pol-00164	"""Was it 150 million people on private insurance? 50 million of those people lose their private insurance every year when they quit their jobs, or they go unemployed, or their employer changes their insurance policy."""	Do 50 million people really lose health coverage each year because of their jobs?
vclaim-pol-00165	"Says the Obama administration ""didn't lock people up in cages."""	Fact-checking Biden on use of cages for immigrants during Obama administration
vclaim-pol-00166	"""54 senators said, let's do background checks, let's get rid of assault weapons, and with 54 senators it failed because of the filibuster."""	Sen. Elizabeth Warren conflated votes on assault weapons, background checks
vclaim-pol-00167	"""The difference between what I support and what you support, Vice President Biden, is that you require them to opt in (to a Medicare public option), and I would not require them to opt in. … They would automatically be enrolled. That’s a big difference. … Are you forgetting what you said two minutes ago?"""	Julian Castro’s attack on Joe Biden for forgetting his health care plan falls flat
vclaim-pol-00168	"""Over 90% of the American people think we have to get assault weapons off the street  — period."""	Biden exaggerated the percentage of Americans who favor an assault weapons ban
vclaim-pol-00169	Says aquatic life near Alaska, Canada and Australia have been found with cancer and mutations as a result of the Fukushima nuclear disaster.	A viral post claims fish in Alaska are getting cancer because of Fukushima. They aren't
